system_id,radius,v_obs,v_err,baryon_term,history_term
NGC6946,19.650000,155.000000,18.000000,17113.385000,6911.615000
NGC6946,20.020000,157.000000,19.000000,16689.467300,7959.532700
NGC6946,20.400000,154.000000,21.000000,16292.786100,7423.213900
NGC7331,2.670000,221.000000,20.000000,119930.076000,0.000000
NGC7331,3.210000,237.000000,13.000000,134094.705800,0.000000
NGC7331,3.740000,249.000000,8.000000,147134.525100,0.000000
NGC7331,4.270000,250.000000,5.000000,147952.944600,0.000000
NGC7331,4.810000,253.000000,5.000000,145783.324900,0.000000
NGC7331,5.350000,257.000000,5.000000,147250.128900,0.000000
NGC7331,5.880000,257.000000,5.000000,141805.218500,0.000000
NGC7331,6.410000,257.000000,5.000000,137497.238900,0.000000
NGC7331,7.480000,257.000000,5.000000,126231.917600,0.000000
NGC7331,8.550000,255.000000,5.000000,111249.511400,0.000000
NGC7331,9.620000,248.000000,6.000000,102603.876600,0.000000
NGC7331,10.660000,247.000000,6.000000,95444.689100,0.000000
NGC7331,11.740000,246.000000,6.000000,88712.330100,0.000000
NGC7331,12.830000,244.000000,6.000000,84049.204900,0.000000
NGC7331,13.910000,242.000000,4.000000,79525.694600,0.000000
NGC7331,15.000000,238.000000,3.000000,74971.143300,0.000000
NGC7331,16.080000,236.000000,3.000000,71116.630900,0.000000
NGC7331,17.070000,233.000000,3.000000,68325.829600,0.000000
NGC7331,18.150000,234.000000,3.000000,66125.537100,0.000000
NGC7331,19.240000,236.000000,3.000000,64493.404500,0.000000
NGC7331,20.320000,237.000000,3.000000,62535.224600,0.000000
NGC7331,21.410000,238.000000,3.000000,59541.280900,0.000000
NGC7331,22.490000,240.000000,3.000000,56672.751500,927.248500
NGC7331,23.480000,238.000000,3.000000,54504.409700,2139.590300
NGC7331,24.570000,237.000000,3.000000,51946.055500,4222.944500
NGC7331,25.650000,236.000000,3.000000,49711.491300,5984.508700
NGC7331,26.740000,238.000000,3.000000,47676.265800,8967.734200
NGC7331,27.820000,239.000000,3.000000,45707.022500,11413.977500
NGC7331,28.910000,239.000000,3.000000,43764.086700,13356.913300
NGC7331,29.890000,241.000000,4.000000,42092.482500,15988.517500
NGC7331,30.980000,236.000000,4.000000,40373.620500,15322.379500
NGC7331,32.060000,236.000000,5.000000,38887.302600,16808.697400
NGC7331,33.150000,239.000000,5.000000,37594.120200,19526.879800
NGC7331,34.230000,237.000000,5.000000,36404.322400,19764.677600
NGC7331,35.320000,241.000000,7.000000,35268.202700,22812.797300
NGC7331,36.310000,238.000000,9.000000,33877.761400,22766.238600
NGC7793,0.110000,9.100000,8.500000,741.895400,0.000000
NGC7793,0.140000,17.600000,7.400000,895.030600,0.000000
NGC7793,0.170000,19.300000,7.400000,1045.004900,0.000000
NGC7793,0.210000,24.800000,6.400000,1269.206900,0.000000
NGC7793,0.240000,30.000000,7.200000,1443.028000,0.000000
NGC7793,0.280000,35.000000,7.300000,1654.858900,0.000000
NGC7793,0.320000,38.300000,7.600000,1867.342500,0.000000
NGC7793,0.350000,42.700000,8.800000,2030.065700,0.000000
NGC7793,0.390000,47.000000,5.300000,2241.978500,0.000000
NGC7793,0.420000,49.800000,5.600000,2392.542500,87.497500
NGC7793,0.460000,52.200000,6.200000,2603.788900,121.051100
NGC7793,0.490000,53.400000,6.300000,2770.108900,81.451100
NGC7793,0.530000,54.600000,5.900000,3007.000100,0.000000
NGC7793,0.560000,55.500000,6.900000,3166.307300,0.000000
NGC7793,0.600000,55.900000,7.500000,3319.277800,0.000000
NGC7793,0.630000,58.300000,7.400000,3431.283400,0.000000
NGC7793,0.660000,59.300000,6.300000,3557.069000,0.000000
NGC7793,0.700000,59.500000,6.700000,3737.474500,0.000000
NGC7793,0.870000,59.100000,5.100000,4378.000500,0.000000
NGC7793,1.050000,62.600000,5.500000,4866.804100,0.000000
NGC7793,1.220000,65.600000,4.800000,5263.325600,0.000000
NGC7793,1.400000,70.700000,4.600000,5742.405000,0.000000
NGC7793,1.570000,73.900000,4.000000,6305.140000,0.000000
NGC7793,1.750000,78.500000,4.200000,6942.752200,0.000000
NGC7793,1.920000,82.400000,4.600000,7798.405000,0.000000
NGC7793,2.100000,87.100000,4.900000,8704.628000,0.000000
NGC7793,2.270000,89.600000,5.400000,9426.770000,0.000000
NGC7793,2.450000,94.900000,5.700000,9571.562500,0.000000
NGC7793,2.620000,98.100000,5.000000,9540.857300,82.752700
NGC7793,2.790000,99.300000,5.700000,9671.897000,188.593000
NGC7793,2.970000,98.600000,7.200000,9838.365200,0.000000
NGC7793,3.160000,101.000000,8.700000,9902.852500,298.147500
NGC7793,3.330000,103.000000,9.400000,9809.648500,799.351500
NGC7793,3.510000,107.000000,9.100000,9688.786900,1760.213100
NGC7793,3.680000,114.000000,7.400000,9585.792400,3410.207600
NGC7793,3.850000,112.000000,8.100000,9402.446800,3141.553200
NGC7793,4.030000,114.000000,7.600000,9208.322500,3787.677500
NGC7793,4.200000,116.000000,7.200000,8974.244500,4481.755500
NGC7793,4.380000,114.000000,7.800000,8715.134900,4280.865100
NGC7793,4.730000,114.000000,11.400000,8326.819300,4669.180700
NGC7793,5.250000,109.000000,9.900000,7901.982500,3979.017500
NGC7793,5.780000,107.000000,12.600000,7215.483200,4233.516800
NGC7793,6.300000,105.000000,12.500000,6708.751400,4316.248600
NGC7793,6.820000,101.000000,5.200000,6330.683700,3870.316300
NGC7793,7.350000,94.500000,4.600000,5842.718100,3087.531900
NGC7793,7.870000,90.800000,6.100000,5437.427300,2807.212700
NGC7814,0.630000,265.000000,15.000000,120752.620600,0.000000
NGC7814,1.720000,250.000000,15.000000,96063.905900,0.000000
NGC7814,2.790000,233.000000,7.290000,76150.213600,0.000000
NGC7814,3.910000,230.000000,6.450000,64934.796100,0.000000
NGC7814,5.030000,228.000000,5.370000,56506.900100,0.000000
NGC7814,6.140000,228.000000,5.160000,49105.673800,2878.326200
NGC7814,7.260000,227.000000,5.940000,43100.141300,8428.858700
NGC7814,8.370000,226.000000,3.000000,38784.060500,12291.939500
NGC7814,9.500000,223.000000,3.920000,35056.543700,14672.456300
NGC7814,10.650000,219.000000,2.900000,31881.752300,16079.247700
NGC7814,11.740000,216.000000,2.550000,29259.806900,17396.193100
NGC7814,12.820000,214.000000,2.550000,26885.766600,18910.233400
NGC7814,14.010000,214.000000,3.070000,24525.632900,21270.367100
NGC7814,15.090000,214.000000,3.610000,22806.550600,22989.449400
NGC7814,16.180000,214.000000,4.460000,21354.554600,24441.445400
NGC7814,17.360000,214.000000,5.070000,19869.518400,25926.481600
NGC7814,18.440000,214.000000,4.780000,18675.167000,27120.833000
NGC7814,19.530000,214.000000,4.870000,17623.732200,28172.267800
PGC51017,0.330000,20.500000,4.170000,142.041600,278.208400
PGC51017,0.990000,19.900000,1.820000,510.662500,0.000000
PGC51017,1.650000,19.300000,1.690000,556.506900,0.000000
PGC51017,2.310000,18.800000,1.900000,493.987600,0.000000
PGC51017,2.970000,18.200000,1.740000,439.654100,0.000000
PGC51017,3.630000,18.300000,2.220000,411.890000,0.000000
UGC00128,1.250000,34.100000,18.800000,867.284100,295.525900
UGC00128,3.750000,78.400000,6.540000,2433.955400,3712.604600
UGC00128,6.250000,96.900000,2.440000,2604.543300,6785.066700
UGC00128,8.760000,108.000000,1.260000,2783.025800,8880.974200
UGC00128,11.250000,113.000000,1.000000,3054.933800,9714.066200
UGC00128,13.740000,114.000000,0.860000,3555.118100,9440.881900
UGC00128,16.220000,121.000000,0.680000,3870.985000,10770.015000
UGC00128,18.710000,126.000000,0.550000,3970.261800,11905.738200
UGC00128,21.300000,128.000000,0.630000,4028.430400,12355.569600
UGC00128,23.790000,129.000000,0.610000,4113.310500,12527.689500
UGC00128,26.280000,129.000000,0.650000,4044.062500,12596.937500
UGC00128,28.770000,131.000000,0.730000,4120.984400,13040.015600
UGC00128,31.250000,131.000000,0.830000,3962.976400,13198.023600
UGC00128,33.740000,131.000000,0.750000,3621.410000,13539.590000
UGC00128,36.230000,127.000000,1.240000,3423.874900,12705.125100
UGC00128,38.820000,126.000000,1.400000,3305.528900,12570.471100
UGC00128,41.310000,130.000000,1.620000,3139.894900,13760.105100
UGC00128,43.800000,132.000000,2.010000,2925.836500,14498.163500
UGC00128,46.280000,134.000000,2.100000,2732.616500,15223.383500
UGC00128,48.770000,129.000000,2.660000,2531.113000,14109.887000
UGC00128,51.260000,132.000000,4.670000,2367.560000,15056.440000
UGC00128,53.750000,125.000000,5.950000,2235.888400,13389.111600
UGC00191,0.620000,29.900000,1.420000,478.516100,415.493900
UGC00191,0.870000,34.400000,2.310000,812.425000,370.935000
UGC00191,1.120000,46.300000,2.050000,1035.305000,1108.385000
UGC00191,1.370000,49.800000,1.870000,1203.634000,1276.406000
UGC00191,1.620000,57.600000,2.760000,1310.208100,2007.551900
UGC00191,2.300000,71.300000,7.500000,1675.735200,3407.954800
UGC00191,4.970000,76.650000,1.090000,2300.612000,3574.610500
UGC00191,7.450000,81.000000,0.630000,2465.507300,4095.492700
UGC00191,9.980000,83.850000,1.040000,2157.202000,4873.620500
UGC00634,4.510000,69.750000,4.150000,2276.641700,2588.420800
UGC00634,9.010000,97.700000,1.630000,2739.313300,6805.976700
UGC00634,13.510000,108.000000,0.990000,2659.146500,9004.853500
UGC00634,18.010000,107.500000,2.320000,2115.271300,9440.978700
UGC00731,0.910000,29.600000,2.380000,61.792400,814.367600
UGC00731,1.810000,44.600000,2.400000,161.552800,1827.607200
UGC00731,2.730000,50.400000,2.860000,211.974100,2328.185900
UGC00731,3.640000,56.800000,3.430000,382.595600,2843.644400
UGC00731,4.550000,60.700000,2.980000,468.946000,3215.544000
UGC00731,5.450000,64.700000,2.460000,555.370600,3630.719400
UGC00731,6.360000,68.000000,2.380000,756.005300,3867.994700
UGC00731,7.280000,71.500000,2.520000,1118.152900,3994.097100
UGC00731,8.190000,73.400000,2.680000,1347.866900,4039.693100
UGC00731,9.090000,74.000000,2.830000,1403.210000,4072.790000
UGC00731,10.000000,73.800000,3.220000,1469.448900,3976.991100
UGC00731,10.910000,73.900000,3.420000,1442.671400,4018.538600
UGC00891,1.480000,24.350000,2.920000,438.563600,154.358900
UGC00891,2.970000,43.550000,1.400000,723.801700,1172.800800
UGC00891,4.450000,54.150000,0.670000,885.128000,2047.094500
UGC00891,5.940000,60.150000,0.480000,807.061300,2810.961200
UGC00891,7.390000,63.750000,0.950000,715.081300,3348.981200
UGC01230,0.780000,19.800000,10.700000,452.776400,0.000000
UGC01230,2.350000,55.400000,10.700000,1729.603600,1339.556400
UGC01230,3.910000,88.500000,10.700000,2265.156500,5567.093500
UGC01230,5.480000,105.000000,10.700000,2888.037800,8136.962200
UGC01230,7.030000,106.000000,10.700000,3227.181800,8008.818200
UGC01230,8.600000,103.000000,10.700000,3395.164900,7213.835100
UGC01230,13.270000,109.000000,15.800000,3627.873800,8253.126200
UGC01230,14.850000,113.000000,14.700000,3724.440500,9044.559500
UGC01230,25.800000,105.000000,10.400000,3633.690600,7391.309400
UGC01230,32.010000,103.000000,10.000000,3050.301700,7558.698300
UGC01230,36.540000,103.000000,10.000000,2542.392100,8066.607900
UGC01281,0.080000,1.410000,4.000000,36.472500,0.000000
UGC01281,0.230000,4.460000,4.000000,46.825000,0.000000
UGC01281,0.380000,7.710000,4.000000,29.156500,30.287600
UGC01281,0.540000,11.000000,4.000000,72.496800,48.503200
UGC01281,0.690000,14.200000,4.000000,116.489300,85.150700
UGC01281,0.840000,17.200000,5.780000,165.309800,130.530200
UGC01281,1.000000,20.200000,4.740000,220.010600,188.029400
UGC01281,1.150000,23.200000,4.000000,271.690600,266.549400
UGC01281,1.300000,26.400000,7.130000,283.325200,413.634800
UGC01281,1.460000,29.300000,4.380000,324.408500,534.081500
UGC01281,1.610000,31.600000,4.940000,382.124500,616.435500
UGC01281,1.760000,34.600000,4.000000,425.322500,771.837500
UGC01281,1.920000,37.400000,7.090000,476.874500,921.885500
UGC01281,2.070000,39.900000,4.000000,513.303200,1078.706800
UGC01281,2.220000,42.200000,4.370000,554.489000,1226.351000
UGC01281,2.380000,44.400000,4.580000,588.424400,1382.935600
UGC01281,2.530000,46.700000,5.910000,616.302800,1564.587200
UGC01281,2.680000,48.500000,7.720000,638.121800,1714.128200
UGC01281,2.760000,49.300000,9.730000,645.184000,1785.306000
UGC01281,3.070000,53.000000,4.000000,668.137700,2140.862300
UGC01281,3.460000,54.100000,4.000000,706.608400,2220.201600
UGC01281,3.830000,55.000000,4.000000,701.352500,2323.647500
UGC01281,4.230000,55.700000,4.000000,675.335700,2427.154300
UGC01281,4.620000,56.400000,4.000000,719.365300,2461.594700
UGC01281,4.990000,56.900000,4.000000,750.944500,2486.665500
UGC02023,0.760000,15.100000,8.690000,308.338900,0.000000
UGC02023,1.510000,28.000000,8.690000,1023.344800,0.000000
UGC02023,2.270000,37.600000,8.690000,1421.000000,0.000000
UGC02023,3.030000,47.900000,8.690000,1576.846400,717.563600
UGC02023,3.780000,58.800000,8.690000,1715.372900,1742.067100
UGC02259,1.020000,56.100000,3.400000,620.578900,2526.631100
UGC02259,2.040000,71.100000,3.000000,1364.004000,3691.206000
UGC02259,3.050000,80.700000,1.500000,1837.503400,4674.986600
UGC02259,4.070000,82.800000,1.500000,2145.349000,4710.491000
UGC02259,5.090000,83.700000,1.500000,2025.672400,4980.017600
UGC02259,6.110000,86.000000,1.500000,2043.844900,5352.155100
UGC02259,7.130000,88.300000,2.300000,2014.310500,5782.579500
UGC02259,8.140000,90.000000,3.000000,1785.779300,6314.220700
UGC02455,0.500000,16.900000,3.640000,1697.732500,0.000000
UGC02455,1.000000,23.900000,3.640000,4208.276000,0.000000
UGC02455,1.510000,28.200000,3.640000,6203.880500,0.000000
UGC02455,2.010000,33.000000,3.640000,6057.340900,0.000000
UGC02455,2.520000,39.100000,3.640000,6016.270600,0.000000
UGC02455,3.020000,43.800000,3.640000,5967.307700,0.000000
UGC02455,3.520000,53.100000,3.640000,5571.178400,0.000000
UGC02455,4.030000,61.000000,3.640000,5143.220100,0.000000
UGC02487,9.930000,377.000000,10.300000,108905.443600,33223.556400
UGC02487,10.050000,377.000000,19.700000,109300.590900,32828.409100
UGC02487,10.350000,378.000000,10.800000,110397.649700,32486.350300
UGC02487,15.070000,367.000000,10.700000,104198.981900,30490.018100
UGC02487,20.090000,364.000000,6.670000,95992.494600,36503.505400
UGC02487,25.120000,375.000000,6.190000,87719.229600,52905.770400
UGC02487,30.140000,383.000000,3.820000,80568.353700,66120.646300
UGC02487,35.170000,378.000000,2.210000,69712.830200,73171.169800
UGC02487,40.190000,364.000000,4.000000,60733.719000,71762.281000
UGC02487,45.210000,349.000000,3.000000,54015.990600,67785.009400
UGC02487,50.240000,338.000000,3.080000,48227.349900,66016.650100
UGC02487,55.260000,332.000000,2.190000,43591.918200,66632.081800
UGC02487,60.280000,330.000000,1.610000,40199.568500,68700.431500
UGC02487,65.310000,329.000000,2.200000,36789.769400,71451.230600
UGC02487,70.330000,330.000000,3.530000,34006.355400,74893.644600
UGC02487,75.350000,332.000000,13.400000,31486.942800,78737.057200
UGC02487,80.380000,333.000000,15.300000,29247.412900,81641.587100
UGC02885,1.700000,305.000000,10.000000,79192.041700,13832.958300
UGC02885,3.410000,257.000000,10.000000,79230.034000,0.000000
UGC02885,6.820000,256.000000,10.000000,79589.258500,0.000000
UGC02885,13.670000,271.000000,10.000000,75327.220000,0.000000
UGC02885,19.490000,282.000000,10.000000,68618.083300,10905.916700
UGC02885,23.360000,287.000000,10.000000,66861.435000,15507.565000
UGC02885,27.240000,283.000000,10.000000,63594.633800,16494.366200
UGC02885,31.220000,280.000000,10.000000,58798.026700,19601.973300
UGC02885,35.100000,280.000000,10.000000,54621.740000,23778.260000
UGC02885,38.970000,281.000000,10.000000,51781.156000,27179.844000
UGC02885,42.850000,282.000000,10.000000,48886.725400,30637.274600
UGC02885,46.730000,287.000000,10.000000,44470.647800,37898.352200
UGC02885,50.710000,292.000000,10.000000,43157.275500,42106.724500
UGC02885,54.580000,298.000000,10.000000,42664.064300,46139.935700
UGC02885,58.460000,298.000000,10.000000,41099.824200,47704.175800
UGC02885,62.340000,298.000000,10.000000,38557.734200,50246.265800
UGC02885,66.210000,298.000000,10.000000,36527.827300,52276.172700
UGC02885,70.190000,298.000000,10.000000,35379.590900,53424.409100
UGC02885,74.070000,298.000000,10.000000,33674.041400,55129.958600
UGC02916,0.370000,183.000000,47.600000,15406.792500,18082.207500
UGC02916,0.740000,196.000000,40.700000,37102.880100,1313.119900
UGC02916,1.110000,205.000000,14.100000,48830.796300,0.000000
UGC02916,1.480000,211.000000,7.890000,59105.284500,0.000000
UGC02916,1.840000,214.000000,1.480000,69031.956600,0.000000
UGC02916,2.210000,214.000000,1.500000,77624.231400,0.000000
UGC02916,2.600000,213.000000,2.640000,81968.524200,0.000000
UGC02916,2.960000,211.000000,4.500000,79925.898200,0.000000
UGC02916,3.170000,210.000000,8.680000,80113.950900,0.000000
UGC02916,3.330000,209.000000,3.000000,79452.680900,0.000000
UGC02916,3.700000,207.000000,1.600000,77632.637300,0.000000
UGC02916,4.070000,206.000000,1.730000,75254.051300,0.000000
UGC02916,4.440000,205.000000,3.450000,72413.786400,0.000000
UGC02916,4.810000,205.000000,2.770000,69389.393100,0.000000
UGC02916,5.180000,206.000000,7.480000,66397.627000,0.000000
UGC02916,5.550000,207.000000,5.020000,63157.749700,0.000000
UGC02916,5.920000,208.000000,7.700000,60250.281400,0.000000
UGC02916,6.280000,210.000000,1.950000,57856.146100,0.000000
UGC02916,6.340000,210.000000,4.780000,57512.107000,0.000000
UGC02916,6.650000,212.000000,1.960000,55848.619800,0.000000
UGC02916,7.030000,214.000000,0.760000,54040.337300,0.000000
UGC02916,7.390000,215.000000,2.220000,52490.141100,0.000000
UGC02916,7.770000,216.000000,1.760000,50925.257600,0.000000
UGC02916,8.140000,217.000000,1.530000,49684.928400,0.000000
UGC02916,8.510000,218.000000,7.700000,48457.804100,0.000000
UGC02916,8.880000,218.000000,6.860000,47278.905000,245.095000
UGC02916,9.250000,218.000000,8.370000,46335.715000,1188.285000
UGC02916,9.520000,218.000000,3.930000,45607.792100,1916.207900
UGC02916,9.620000,218.000000,4.050000,45346.797600,2177.202400
UGC02916,9.990000,217.000000,20.200000,44429.565900,2659.434100
UGC02916,10.400000,217.000000,4.200000,43456.495400,3632.504600
UGC02916,10.710000,216.000000,3.160000,42845.360100,3810.639900
UGC02916,11.120000,215.000000,6.720000,42013.765700,4211.234300
UGC02916,12.670000,212.000000,1.820000,39394.584500,5549.415500
UGC02916,12.980000,211.000000,16.600000,38961.800100,5559.199900
UGC02916,15.860000,209.000000,8.380000,35630.413400,8050.586600
UGC02916,19.050000,215.000000,13.200000,33283.673400,12941.326600
UGC02916,22.140000,215.000000,13.900000,31477.626900,14747.373100
UGC02916,25.340000,210.000000,10.600000,29134.171400,14965.828600
UGC02916,28.530000,196.000000,12.800000,26506.380200,11909.619800
UGC02916,31.720000,185.000000,11.500000,23879.673100,10345.326900
UGC02916,34.910000,182.000000,10.800000,21938.191200,11185.808800
UGC02916,38.000000,181.000000,10.300000,20352.524300,12408.475700
UGC02953,0.090000,231.000000,52.900000,6627.555000,46733.445000
UGC02953,0.170000,231.000000,27.900000,24360.983000,29000.017000
UGC02953,0.260000,231.000000,16.400000,42770.345000,10590.655000
UGC02953,0.340000,231.000000,11.900000,52512.633000,848.367000
UGC02953,0.430000,232.000000,8.040000,59120.392100,0.000000
UGC02953,0.510000,232.000000,6.530000,63410.981400,0.000000
UGC02953,0.600000,232.000000,4.750000,67625.318700,0.000000
UGC02953,0.690000,232.000000,4.000000,71033.508600,0.000000
UGC02953,0.770000,233.000000,5.690000,73712.939400,0.000000
UGC02953,0.860000,233.000000,4.830000,76153.770500,0.000000
UGC02953,0.950000,234.000000,10.800000,78352.181400,0.000000
UGC02953,1.030000,235.000000,10.300000,80637.267600,0.000000
UGC02953,1.110000,235.000000,10.600000,82521.514100,0.000000
UGC02953,1.200000,236.000000,10.200000,84873.205900,0.000000
UGC02953,1.290000,237.000000,10.600000,87054.522800,0.000000
UGC02953,1.380000,238.000000,14.200000,88975.733300,0.000000
UGC02953,1.460000,238.000000,14.100000,90387.899000,0.000000
UGC02953,1.550000,239.000000,19.600000,91684.176300,0.000000
UGC02953,1.630000,240.000000,17.800000,92636.822900,0.000000
UGC02953,1.720000,241.000000,7.140000,93491.789100,0.000000
UGC02953,1.800000,242.000000,11.900000,94133.085100,0.000000
UGC02953,1.890000,243.000000,10.900000,94698.163800,0.000000
UGC02953,1.980000,244.000000,17.600000,95149.008200,0.000000
UGC02953,2.070000,246.000000,11.400000,95537.195700,0.000000
UGC02953,2.150000,247.000000,12.900000,95848.849700,0.000000
UGC02953,2.230000,248.000000,15.400000,96150.626900,0.000000
UGC02953,2.320000,249.000000,17.600000,96498.485000,0.000000
UGC02953,2.400000,251.000000,24.000000,96831.732500,0.000000
UGC02953,2.490000,252.000000,10.100000,97266.853200,0.000000
UGC02953,2.580000,253.000000,12.000000,97825.000600,0.000000
UGC02953,2.670000,254.000000,6.340000,98551.374600,0.000000
UGC02953,2.750000,256.000000,6.220000,99322.963200,0.000000
UGC02953,2.830000,257.000000,5.600000,100216.764000,0.000000
UGC02953,2.920000,259.000000,8.730000,101363.354700,0.000000
UGC02953,3.000000,260.000000,5.190000,102407.238600,0.000000
UGC02953,3.090000,262.000000,11.000000,103571.884500,0.000000
UGC02953,3.180000,263.000000,16.000000,104629.425200,0.000000
UGC02953,3.270000,264.000000,13.100000,105590.513300,0.000000
UGC02953,3.350000,266.000000,11.800000,106360.223400,0.000000
UGC02953,3.430000,267.000000,12.700000,107033.002900,0.000000
UGC02953,4.210000,280.000000,5.520000,110602.539500,0.000000
UGC02953,4.290000,282.000000,2.350000,110852.655800,0.000000
UGC02953,4.380000,283.000000,5.100000,111050.294400,0.000000
UGC02953,4.470000,285.000000,4.610000,111264.876500,0.000000
UGC02953,4.800000,290.000000,10.800000,111846.536100,0.000000
UGC02953,5.250000,296.000000,2.850000,113026.079400,0.000000
UGC02953,5.320000,298.000000,1.920000,113225.713300,0.000000
UGC02953,5.410000,299.000000,4.290000,113411.725400,0.000000
UGC02953,5.500000,300.000000,4.920000,113531.969400,0.000000
UGC02953,5.580000,301.000000,2.240000,113551.927500,0.000000
UGC02953,5.670000,302.000000,4.590000,113391.437100,0.000000
UGC02953,5.760000,303.000000,5.070000,113370.359500,0.000000
UGC02953,6.000000,306.000000,7.890000,113264.672900,0.000000
UGC02953,6.180000,307.000000,4.410000,113075.331000,0.000000
UGC02953,6.270000,308.000000,3.200000,112987.510100,0.000000
UGC02953,6.360000,309.000000,6.660000,112928.408100,0.000000
UGC02953,6.450000,310.000000,5.830000,112904.830600,0.000000
UGC02953,6.530000,310.000000,3.830000,112911.028900,0.000000
UGC02953,6.610000,311.000000,2.410000,112976.352500,0.000000
UGC02953,6.700000,312.000000,1.250000,113131.431000,0.000000
UGC02953,6.790000,312.000000,3.610000,113377.033100,0.000000
UGC02953,6.870000,313.000000,13.800000,113354.846600,0.000000
UGC02953,6.960000,313.000000,4.580000,113570.849000,0.000000
UGC02953,7.050000,314.000000,3.050000,113745.341900,0.000000
UGC02953,7.200000,315.000000,1.380000,113847.494600,0.000000
UGC02953,7.390000,316.000000,0.750000,113553.557400,0.000000
UGC02953,7.470000,316.000000,8.570000,113233.826100,0.000000
UGC02953,7.990000,318.000000,1.360000,110838.115700,0.000000
UGC02953,8.080000,318.000000,16.000000,110541.636900,0.000000
UGC02953,8.160000,318.000000,5.500000,110246.992100,0.000000
UGC02953,8.250000,319.000000,2.940000,110145.414900,0.000000
UGC02953,8.340000,319.000000,1.740000,110040.291400,0.000000
UGC02953,8.400000,319.000000,2.200000,109955.376500,0.000000
UGC02953,9.590000,319.000000,3.230000,106462.515800,0.000000
UGC02953,10.800000,317.000000,4.080000,102112.582500,0.000000
UGC02953,12.020000,312.000000,2.620000,100391.126200,0.000000
UGC02953,13.220000,308.000000,0.760000,97587.636200,0.000000
UGC02953,14.420000,303.000000,1.860000,92217.983700,0.000000
UGC02953,15.630000,298.000000,1.340000,84423.451800,4380.548200
UGC02953,16.830000,296.000000,1.410000,77073.772300,10542.227700
UGC02953,18.030000,294.000000,1.150000,72182.672800,14253.327200
UGC02953,19.230000,294.000000,0.590000,67831.323000,18604.677000
UGC02953,20.430000,294.000000,0.500000,63656.035700,22779.964300
UGC02953,21.640000,292.000000,1.210000,59857.868000,25406.132000
UGC02953,22.840000,290.000000,1.210000,56410.193100,27689.806900
UGC02953,24.040000,287.000000,0.810000,53190.726500,29178.273500
UGC02953,25.240000,283.000000,1.080000,50181.604900,29907.395100
UGC02953,26.440000,279.000000,1.870000,47466.959500,30374.040500
UGC02953,27.650000,276.000000,1.550000,45061.988900,31114.011100
UGC02953,28.850000,273.000000,1.900000,42906.442900,31622.557100
UGC02953,30.050000,271.000000,1.120000,40952.938000,32488.062000
UGC02953,31.250000,270.000000,1.410000,39228.465900,33671.534100
UGC02953,32.340000,268.000000,1.760000,37820.971400,34003.028600
UGC02953,33.550000,267.000000,1.810000,36392.996900,34896.003100
UGC02953,34.750000,266.000000,2.180000,35047.287500,35708.712500
UGC02953,35.950000,265.000000,3.010000,33770.308100,36454.691900
UGC02953,37.150000,264.000000,2.040000,32579.089800,37116.910200
UGC02953,38.350000,264.000000,1.580000,31486.340900,38209.659100
UGC02953,39.560000,264.000000,3.230000,30481.428200,39214.571800
UGC02953,40.760000,264.000000,2.940000,29590.522100,40105.477900
UGC02953,41.960000,264.000000,1.620000,28746.200200,40949.799800
UGC02953,43.160000,264.000000,2.150000,27921.004600,41774.995400
UGC02953,44.360000,262.000000,4.450000,27131.707400,41512.292600
UGC02953,45.570000,260.000000,7.430000,26417.384200,41182.615800
UGC02953,46.770000,258.000000,7.220000,25758.131800,40805.868200
UGC02953,47.970000,257.000000,5.370000,25108.652200,40940.347800
UGC02953,49.170000,258.000000,5.430000,24481.217000,42082.783000
UGC02953,50.370000,260.000000,6.470000,23895.369700,43704.630300
UGC02953,51.580000,263.000000,5.750000,23345.210000,45823.790000
UGC02953,52.780000,265.000000,5.540000,22787.744900,47437.255100
UGC02953,53.980000,266.000000,4.430000,22245.642600,48510.357400
UGC02953,55.180000,266.000000,4.710000,21737.868900,49018.131100
UGC02953,57.590000,262.000000,5.280000,20814.266000,47829.734000
UGC02953,59.990000,263.000000,4.700000,19911.902100,49257.097900
UGC02953,62.390000,272.000000,5.040000,19110.476900,54873.523100
UGC03205,0.280000,107.000000,30.200000,8554.907700,2894.092300
UGC03205,0.550000,121.000000,15.600000,21365.574800,0.000000
UGC03205,0.830000,134.000000,8.690000,27654.578500,0.000000
UGC03205,1.390000,157.000000,12.500000,32924.264900,0.000000
UGC03205,1.650000,168.000000,11.700000,35074.708900,0.000000
UGC03205,3.040000,207.000000,8.040000,37840.593200,5008.406800
UGC03205,3.320000,213.000000,6.530000,37893.551700,7475.448300
UGC03205,3.590000,218.000000,11.200000,38460.242400,9063.757600
UGC03205,3.870000,222.000000,6.050000,39578.419500,9705.580500
UGC03205,4.150000,226.000000,5.410000,41645.227400,9430.772600
UGC03205,4.430000,229.000000,5.960000,43909.951400,8531.048600
UGC03205,4.700000,232.000000,7.410000,45738.638500,8085.361500
UGC03205,4.970000,234.000000,6.100000,47098.426900,7657.573100
UGC03205,5.250000,235.000000,3.890000,48305.238900,6919.761100
UGC03205,5.520000,236.000000,9.030000,49892.597800,5803.402200
UGC03205,5.800000,237.000000,10.000000,51657.802600,4511.197400
UGC03205,6.080000,237.000000,7.360000,53234.802200,2934.197800
UGC03205,6.360000,237.000000,10.200000,54695.072200,1473.927800
UGC03205,6.630000,236.000000,10.400000,55571.402900,124.597100
