system_id,ra_deg,dec_deg,snr,z,planck_name,mcxc_cross_id,act_cross_id,spt_cross_id,source
MCXC J0248.2-0216,42.0559802,-2.2374019,8.25116,0.236000,PSZ2 G176.25-52.57,J0248.2-0216,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G176.27+37.54,130.0378194,44.3617524,4.65390,0.566894,PSZ2 G176.27+37.54,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0338.6+0958,54.6847579,9.9712357,8.06102,0.034700,PSZ2 G176.27-35.04,J0338.6+0958,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G177.03+32.64,123.3525928,43.2650973,4.93329,-1.000000,PSZ2 G177.03+32.64,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G178.00+42.32,136.6840298,43.1361199,4.79549,0.236800,PSZ2 G178.00+42.32,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1019.9+4059,154.9481106,41.0097985,4.96810,0.092200,PSZ2 G178.94+56.00,J1019.9+4059,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1040.7+3956,160.1863687,39.9591794,7.50829,0.137200,PSZ2 G179.09+60.12,J1040.7+3956,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G179.33-22.22,66.3755343,16.4646611,5.01848,-1.000000,PSZ2 G179.33-22.22,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G179.45-43.92,49.8117183,2.1336763,4.53719,-1.000000,PSZ2 G179.45-43.92,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0717.5+3745,109.3671738,37.7433351,12.77334,0.546000,PSZ2 G180.25+21.03,J0717.5+3745,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0404.6+1109,61.1506902,11.1336698,7.05888,0.354800,PSZ2 G180.27-29.53,J0404.6+1109,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1157.3+3336,179.3109716,33.6109709,10.99544,0.213800,PSZ2 G180.60+76.65,J1157.3+3336,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G180.74-85.21,17.3079106,-24.5107870,5.16763,-1.000000,PSZ2 G180.74-85.21,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G180.88+31.04,121.9739461,39.7754974,5.46934,0.364653,PSZ2 G180.88+31.04,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G181.06+48.47,144.8500768,40.7575713,5.20047,0.240392,PSZ2 G181.06+48.47,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G181.44-44.76,50.1263453,0.5114656,4.63593,0.393900,PSZ2 G181.44-44.76,,ACT-CL J0320.4+0032,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0206.4-1453,31.6489965,-14.8800190,6.46503,0.152900,PSZ2 G181.71-68.65,J0206.4-1453,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G181.88-30.77,61.0892686,9.2707977,9.29350,-1.000000,PSZ2 G181.88-30.77,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0413.4+1028,63.3550768,10.4720172,15.77494,0.088200,PSZ2 G182.42-28.28,J0413.4+1028,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1017.0+3902,154.2574455,39.0279568,9.40210,0.206000,PSZ2 G182.59+55.83,J1017.0+3902,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G183.30+34.98,127.4334861,38.4547841,6.19264,0.391900,PSZ2 G183.30+34.98,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G183.32-31.51,61.2958879,7.8486555,4.56022,-1.000000,PSZ2 G183.32-31.51,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G183.90+42.99,137.6963360,38.8112483,5.75956,0.561000,PSZ2 G183.90+42.99,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G183.92-68.82,32.0046213,-15.6243355,4.86474,-1.000000,PSZ2 G183.92-68.82,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G183.92+16.36,105.4893653,32.8598328,4.97405,-1.000000,PSZ2 G183.92+16.36,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G184.24+43.69,138.6019145,38.6019301,5.04843,0.397000,PSZ2 G184.24+43.69,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0800.9+3602,120.2399423,36.0971966,6.75058,0.288000,PSZ2 G184.68+28.91,J0800.9+3602,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G185.08+34.02,126.5396530,36.8504825,4.51375,0.364755,PSZ2 G185.08+34.02,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G185.16-53.63,44.7694799,-6.9711388,5.48834,0.422989,PSZ2 G185.16-53.63,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G185.45-32.01,62.0169891,6.1094434,4.99162,-1.000000,PSZ2 G185.45-32.01,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G185.50-33.94,60.5059472,4.9029677,5.42539,-1.000000,PSZ2 G185.50-33.94,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G185.68+09.82,99.3389630,28.6406154,5.18358,-1.000000,PSZ2 G185.68+09.82,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G185.72-32.23,61.9820324,5.7911452,5.12034,-1.000000,PSZ2 G185.72-32.23,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0516.3+1712,79.0687758,17.2273373,6.28716,0.115000,PSZ2 G186.24-11.99,J0516.3+1712,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0842.9+3621,130.7485120,36.3527700,18.86364,0.282000,PSZ2 G186.37+37.26,J0842.9+3621,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G186.50-13.45,77.9523290,16.2058837,5.21916,-1.000000,PSZ2 G186.50-13.45,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G186.61+62.94,162.6645635,35.8428925,5.29230,0.509365,PSZ2 G186.61+62.94,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G186.81+07.32,97.3657770,26.5284204,5.42826,0.220400,PSZ2 G186.81+07.32,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0850.2+3603,132.5385296,36.0765592,7.22065,0.378000,PSZ2 G186.99+38.65,J0850.2+3603,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0732.3+3137,113.0646057,31.6261002,8.14396,0.171000,PSZ2 G187.53+21.92,J0732.3+3137,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G187.74+20.66,111.7531214,31.0220031,5.38610,0.192900,PSZ2 G187.74+20.66,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G188.33-34.98,61.0748508,2.4081748,6.09541,-1.000000,PSZ2 G188.33-34.98,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0631.3+2500,97.8736308,25.0177793,7.05878,0.081000,PSZ2 G188.38+07.05,J0631.3+2500,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G188.57-68.86,32.9565371,-17.0348203,4.78078,0.174000,PSZ2 G188.57-68.86,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0728.9+2935,112.1960895,29.6730081,5.12412,0.397600,PSZ2 G189.23+20.55,J0728.9+2935,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1031.7+3502,157.9544467,35.0406018,6.72116,0.125900,PSZ2 G189.31+59.24,J1031.7+3502,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0439.0+0715,69.7681099,7.2695893,6.50821,0.245000,PSZ2 G189.53-25.10,J0439.0+0715,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G189.79-37.25,59.9045350,0.1318915,7.27781,-1.000000,PSZ2 G189.79-37.25,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G190.61+66.46,166.5375777,33.5720437,5.10765,0.488100,PSZ2 G190.61+66.46,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0635.0+2231,98.7641034,22.5169527,16.61067,0.068000,PSZ2 G191.00+06.65,J0635.0+2231,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G191.57+58.88,157.4151933,33.9099360,5.16917,-1.000000,PSZ2 G191.57+58.88,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G191.63-28.01,68.4081581,4.0788226,4.93179,-1.000000,PSZ2 G191.63-28.01,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G191.82-26.64,69.6538312,4.7007345,6.17202,-1.000000,PSZ2 G191.82-26.64,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1016.3+3338,154.0910699,33.6604183,7.82347,0.124000,PSZ2 G192.18+56.12,J1016.3+3338,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G192.40-67.89,34.5818793,-17.7563689,7.03014,-1.000000,PSZ2 G192.40-67.89,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0828.6+3025,127.1718090,30.4021636,5.02881,0.050300,PSZ2 G192.77+33.14,J0828.6+3025,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G192.90+29.63,123.3039290,29.3651998,4.63930,0.360465,PSZ2 G192.90+29.63,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G193.31-46.13,53.9795212,-6.9899481,4.63345,0.640000,PSZ2 G193.31-46.13,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G193.63+54.85,152.5728755,32.8306790,5.85427,0.292000,PSZ2 G193.63+54.85,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G193.90+09.41,102.7990898,21.1486224,5.06113,-1.000000,PSZ2 G193.90+09.41,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0710.4+2240,107.5619264,22.6875302,4.94129,0.289000,PSZ2 G194.36+14.07,J0710.4+2240,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G194.68-49.76,51.3417219,-9.6804547,5.71161,-1.000000,PSZ2 G194.68-49.76,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G194.98+54.12,151.7502218,32.0212319,5.48132,0.374986,PSZ2 G194.98+54.12,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G195.03-79.43,23.8236155,-23.4606533,4.67005,-1.000000,PSZ2 G195.03-79.43,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G195.24+29.34,123.6578888,27.3365605,4.96606,0.284176,PSZ2 G195.24+29.34,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0437.1+0043,69.3003417,0.7271491,5.43679,0.284200,PSZ2 G195.39-29.08,J0437.1+0043,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0920.4+3030,140.0993066,30.5037545,7.56083,0.295200,PSZ2 G195.60+44.06,J0920.4+3030,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0516.6+0626,79.1680765,6.5066677,4.90574,0.028400,PSZ2 G195.65-17.67,J0516.6+0626,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0454.1+0255,73.5266638,2.9622520,11.78439,0.203000,PSZ2 G195.75-24.32,J0454.1+0255,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G196.65-45.51,55.7313311,-8.6606033,4.91021,-1.000000,PSZ2 G196.65-45.51,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G197.13+33.46,128.6142613,26.9731318,4.98160,0.456100,PSZ2 G197.13+33.46,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G198.46+46.01,142.7117608,28.8476199,6.26546,0.299462,PSZ2 G198.46+46.01,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0501.6+0110,75.3424178,1.1553828,5.70269,0.124800,PSZ2 G198.47-23.69,J0501.6+0110,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G198.73+13.34,108.7047414,18.5210065,6.02919,-1.000000,PSZ2 G198.73+13.34,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G198.80-57.57,45.5297386,-15.5701843,4.82947,-1.000000,PSZ2 G198.80-57.57,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G198.90+18.16,113.4538978,20.3135281,5.86283,0.318400,PSZ2 G198.90+18.16,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0527.2+0413,81.7646430,4.2177000,4.62144,0.151000,PSZ2 G199.09-16.61,J0527.2+0413,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G199.61+53.41,151.2011973,29.2311114,5.40493,0.371173,PSZ2 G199.61+53.41,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G199.73+36.98,133.0360632,25.8873902,4.60708,-1.000000,PSZ2 G199.73+36.98,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G199.75+46.59,143.5387273,28.0763834,4.76488,0.553387,PSZ2 G199.75+46.59,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G200.06+77.22,178.5581184,29.2430523,5.00230,0.360512,PSZ2 G200.06+77.22,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0236.6-1923,39.1085852,-19.3489484,5.13078,0.090700,PSZ2 G200.63-64.71,J0236.6-1923,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G200.82+27.42,123.3944219,22.0688736,5.86092,0.382015,PSZ2 G200.82+27.42,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G200.95-28.16,72.5834864,-3.0073371,6.19541,0.220000,PSZ2 G200.95-28.16,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G201.20-42.83,59.7072371,-10.2162510,4.70046,-1.000000,PSZ2 G201.20-42.83,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0454.1-0300,73.5591887,-3.0190208,7.10882,0.537700,PSZ2 G201.50-27.31,J0454.1-0300,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G201.54+30.62,126.8799468,22.5541527,6.95545,0.334900,PSZ2 G201.54+30.62,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G202.50+19.17,115.8559427,17.5724772,4.83866,0.101593,PSZ2 G202.50+19.17,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G202.61-26.26,74.9619810,-3.3718330,4.87432,-1.000000,PSZ2 G202.61-26.26,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G202.66+66.98,166.8142374,28.7964975,4.62707,-1.000000,PSZ2 G202.66+66.98,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G203.18+20.84,117.7270980,17.6433242,5.28183,0.184015,PSZ2 G203.18+20.84,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G203.22+66.40,166.1721201,28.5491832,5.01097,0.579565,PSZ2 G203.22+66.40,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G203.32+08.91,106.5419128,12.5539485,5.15365,-1.000000,PSZ2 G203.32+08.91,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G203.71+50.82,148.7731224,26.3309135,4.64763,-1.000000,PSZ2 G203.71+50.82,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G204.10+16.51,113.9602140,15.0979159,6.68551,0.122000,PSZ2 G204.10+16.51,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G204.24+14.51,112.1450221,14.1439774,5.87085,0.345400,PSZ2 G204.24+14.51,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G204.73+15.88,113.6337842,14.2883615,6.10697,0.344000,PSZ2 G204.73+15.88,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G204.91-69.71,34.6922156,-22.6224957,4.77417,-1.000000,PSZ2 G204.91-69.71,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G205.05-62.95,41.6076282,-20.5268737,8.94762,0.310000,PSZ2 G205.05-62.95,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G205.48+18.70,116.5856321,14.7969974,4.62855,0.446659,PSZ2 G205.48+18.70,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G205.56-44.20,59.8764809,-13.6567333,5.76027,-1.000000,PSZ2 G205.56-44.20,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G205.65+18.10,116.0924004,14.4060082,5.25062,0.445414,PSZ2 G205.65+18.10,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G205.90+73.76,174.5533748,27.9202955,7.95128,0.447400,PSZ2 G205.90+73.76,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0417.5-1154,64.4063639,-11.8958720,13.77848,0.443000,PSZ2 G205.93-39.46,J0417.5-1154,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0811.0+1644,122.7686677,16.6287926,4.63239,0.092500,PSZ2 G206.22+24.89,J0811.0+1644,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G206.45+13.89,112.4970061,11.9390921,7.30373,0.381000,PSZ2 G206.45+13.89,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G206.55-43.22,61.1062921,-13.8999821,4.58402,-1.000000,PSZ2 G206.55-43.22,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G206.75-33.21,70.4287426,-9.7668463,4.93081,-1.000000,PSZ2 G206.75-33.21,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1212.3+2733,183.0900801,27.5530454,10.08654,0.353000,PSZ2 G207.88+81.31,J1212.3+2733,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G208.57-44.31,60.6746793,-15.6732520,4.52906,-1.000000,PSZ2 G208.57-44.31,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0510.7-0801,77.6868641,-8.0201966,10.27397,0.219500,PSZ2 G208.60-26.00,J0510.7-0801,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G208.61-74.39,30.0622756,-24.9067000,4.86215,0.720000,PSZ2 G208.61-74.39,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0454.1-1014,73.5209548,-10.2262795,9.47738,0.247500,PSZ2 G208.80-30.67,J0454.1-1014,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G209.17-80.38,23.5560372,-26.0929582,4.79431,0.159700,PSZ2 G209.17-80.38,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0928.1+2032,142.0006111,20.5638075,4.84260,0.192000,PSZ2 G209.53+43.32,J0928.1+2032,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0433.6-1315,68.3765993,-13.2393288,12.20785,0.032600,PSZ2 G209.54-36.50,J0433.6-1315,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G209.79+10.23,110.5963409,7.4085830,9.56264,0.677000,PSZ2 G209.79+10.23,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G210.01+50.85,149.8407733,22.4723478,5.05576,0.319000,PSZ2 G210.01+50.85,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G210.02-56.38,49.1152370,-20.7778694,4.73317,-1.000000,PSZ2 G210.02-56.38,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0257.6-2209,44.4181156,-22.1627028,6.69564,0.322000,PSZ2 G210.08-60.96,J0257.6-2209,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0742.6+0922,115.6297860,9.3738593,5.48717,0.062000,PSZ2 G210.22+15.56,J0742.6+0922,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G210.37-37.00,68.1827041,-14.0502783,9.84468,-1.000000,PSZ2 G210.37-37.00,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G210.57-44.61,60.9466993,-17.1091232,5.64529,-1.000000,PSZ2 G210.57-44.61,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G210.64+17.09,117.2071764,9.6685240,7.55613,0.480000,PSZ2 G210.64+17.09,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G210.71+63.08,162.9234653,24.9692198,7.37338,-1.000000,PSZ2 G210.71+63.08,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G210.78-36.25,69.0298470,-14.0494475,6.31805,-1.000000,PSZ2 G210.78-36.25,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0911.1+1746,137.8044750,17.8027433,5.58758,0.504900,PSZ2 G211.21+38.66,J0911.1+1746,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G211.31-60.28,45.3097769,-22.5531685,5.19619,-1.000000,PSZ2 G211.31-60.28,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0331.1-2100,52.7756503,-21.0275959,5.88077,0.188000,PSZ2 G212.25-53.20,J0331.1-2100,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G212.44+63.19,163.2183841,24.2294264,4.78182,0.541977,PSZ2 G212.44+63.19,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0257.1-2326,44.3123360,-23.3966880,5.36491,0.504900,PSZ2 G212.50-61.38,J0257.1-2326,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G212.80+50.63,150.1653012,20.7206759,4.67614,0.218671,PSZ2 G212.80+50.63,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0118.1-2658,19.5484983,-26.9587617,8.55630,0.227500,PSZ2 G212.82-84.04,J0118.1-2658,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0328.6-2140,52.0399033,-21.6608227,4.85089,0.590000,PSZ2 G212.93-54.04,J0328.6-2140,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G213.27+78.38,179.8639685,26.4593240,5.26464,0.316000,PSZ2 G213.27+78.38,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G213.30+50.99,150.6297042,20.5282712,4.50094,0.320500,PSZ2 G213.30+50.99,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G213.39+80.59,182.3234178,26.6591264,6.59568,0.558600,PSZ2 G213.39+80.59,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G213.73-56.15,49.9841045,-22.6847933,5.00908,-1.000000,PSZ2 G213.73-56.15,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G214.08+23.15,124.1581133,9.3693992,6.78618,0.255700,PSZ2 G214.08+23.15,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0532.3-1131,83.1017298,-11.5430777,7.53973,0.154000,PSZ2 G214.61-22.70,J0532.3-1131,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G215.19-49.65,57.0010954,-21.7350523,8.31131,0.239900,PSZ2 G215.19-49.65,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0520.7-1328,80.1757960,-13.4690123,6.02551,0.336000,PSZ2 G215.24-26.10,J0520.7-1328,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G215.25-87.14,16.0648278,-27.2074899,4.75841,-1.000000,PSZ2 G215.25-87.14,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0719.5+0043,109.8932947,0.7157416,11.33548,0.219700,PSZ2 G215.51+06.58,J0719.5+0043,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G215.61+22.61,124.2862946,7.8691014,6.54620,0.249188,PSZ2 G215.61+22.61,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G215.75-32.97,73.7970446,-16.5572814,4.53429,-1.000000,PSZ2 G215.75-32.97,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G216.25+10.10,113.3567643,1.6767467,5.51826,-1.000000,PSZ2 G216.25+10.10,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G216.44-29.11,77.7507368,-15.6326192,5.52851,0.470000,PSZ2 G216.44-29.11,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
