system_id,ra_deg,dec_deg,snr,z,planck_name,mcxc_cross_id,act_cross_id,spt_cross_id,source
PSZ2 PSZ2 G112.69+33.37,245.1021381,79.1815742,4.62577,-1.000000,PSZ2 G112.69+33.37,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0034.6-0208,8.6359602,-2.1386652,6.18288,0.081200,PSZ2 G113.02-64.68,J0034.6-0208,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G113.27+48.39,209.7444405,67.4430861,5.30067,-1.000000,PSZ2 G113.27+48.39,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0011.7+3225,2.9363477,32.4325265,8.14862,0.107300,PSZ2 G113.29-29.69,J0011.7+3225,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1414.2+7115,213.5332229,71.2822934,10.92729,0.225000,PSZ2 G113.81+44.35,J1414.2+7115,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0019.6+2517,4.9004144,25.2964982,8.15114,0.371187,PSZ2 G113.91-37.01,J0019.6+2517,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G114.14+58.96,201.3064943,57.5834200,4.74562,0.115583,PSZ2 G114.14+58.96,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1315.1+5149,198.7658334,51.8328634,11.10580,0.283600,PSZ2 G114.31+64.89,J1315.1+5149,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G114.39-60.16,8.6221707,2.4226260,5.65848,0.368318,PSZ2 G114.39-60.16,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0008.9+4110,2.2522462,41.1781703,5.92432,0.153700,PSZ2 G114.39-20.98,J0008.9+4110,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0020.6+2840,5.1456350,28.6656977,9.35778,0.094000,PSZ2 G114.79-33.71,J0020.6+2840,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G114.81-11.80,0.3758280,50.2752431,4.56817,0.250000,PSZ2 G114.81-11.80,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1325.8+5919,201.4457087,59.3304666,6.40137,0.169517,PSZ2 G114.83+57.25,J1325.8+5919,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0021.5+2803,5.3525622,28.0504305,4.77789,0.094800,PSZ2 G114.90-34.35,J0021.5+2803,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G114.98+19.10,328.8991652,79.1533315,5.35338,-1.000000,PSZ2 G114.98+19.10,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1306.9+4633,196.7285858,46.5257494,10.04299,0.225900,PSZ2 G114.99+70.36,J1306.9+4633,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0041.8-0918,10.4718537,-9.3464342,22.75964,0.055500,PSZ2 G115.25-72.07,J0041.8-0918,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G115.34-54.89,8.4668024,7.7219047,4.69961,-1.000000,PSZ2 G115.34-54.89,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G115.58-44.56,7.3619532,17.9946951,6.84713,0.170000,PSZ2 G115.58-44.56,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G115.65+41.66,213.3063164,74.2920474,4.71381,0.219500,PSZ2 G115.65+41.66,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G115.67-27.57,5.0172356,34.8528722,4.54319,0.457297,PSZ2 G115.67-27.57,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1400.2+7207,209.9422379,72.1211964,7.11094,0.214300,PSZ2 G115.72+44.03,J1400.2+7207,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G116.05+20.00,329.9460709,80.4907217,5.16232,-1.000000,PSZ2 G116.05+20.00,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G116.24-72.94,10.8721714,-10.1752682,5.02964,0.501893,PSZ2 G116.24-72.94,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0027.8+2616,6.9293898,26.2373167,5.28458,0.366800,PSZ2 G116.32-36.33,J0027.8+2616,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G116.50-44.47,8.0345191,18.1536360,7.71289,0.395647,PSZ2 G116.50-44.47,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G116.79-09.85,2.8907719,52.5405247,5.24055,0.104000,PSZ2 G116.79-09.85,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0037.0+0909,9.2672275,9.1535563,8.40089,0.254600,PSZ2 G116.95-53.55,J0037.0+0909,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G117.11+11.48,352.4867269,73.4333560,5.13799,-1.000000,PSZ2 G117.11+11.48,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G117.38-52.47,9.4267042,10.2485363,5.45834,-1.000000,PSZ2 G117.38-52.47,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0040.0+0649,10.0670963,6.8795073,6.45055,0.039500,PSZ2 G117.98-55.88,J0040.0+0649,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G118.03+31.10,238.7603531,84.1637020,6.58282,0.194000,PSZ2 G118.03+31.10,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G118.34+68.79,195.3483931,48.2418566,4.98433,0.254879,PSZ2 G118.34+68.79,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G118.39+42.22,205.4878996,74.4514115,7.45455,0.478000,PSZ2 G118.39+42.22,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1354.6+7715,208.6942852,77.2477318,8.14613,0.396700,PSZ2 G118.46+39.32,J1354.6+7715,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G118.49+48.17,201.0201893,68.6690138,5.16194,-1.000000,PSZ2 G118.49+48.17,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G118.56-13.14,6.3098483,49.5022531,4.62775,-1.000000,PSZ2 G118.56-13.14,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1723.7+8553,261.2307967,85.8912428,10.06761,0.178000,PSZ2 G118.58+28.57,J1723.7+8553,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G118.79+47.50,200.8033323,69.3634980,5.18626,-1.000000,PSZ2 G118.79+47.50,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1314.4+6434,198.5514249,64.5642919,8.47002,0.220000,PSZ2 G118.92+52.38,J1314.4+6434,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G119.30-64.68,11.3099719,-1.8576375,5.07692,0.556769,PSZ2 G119.30-64.68,,ACT-CL J0045.2-0152,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1320.0+7003,199.9846329,70.0739098,6.09822,0.327500,PSZ2 G119.38+46.85,J1320.0+7003,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1303.0+5756,195.7642265,57.9334257,6.82543,0.196100,PSZ2 G119.92+59.12,J1303.0+5756,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G120.08-44.41,10.7147999,18.4071274,4.76384,0.266800,PSZ2 G120.08-44.41,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G120.30+44.47,199.1191314,72.5242086,5.31403,-1.000000,PSZ2 G120.30+44.47,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G120.36+26.03,307.7575553,87.4583044,5.29589,-1.000000,PSZ2 G120.36+26.03,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G120.75+25.39,323.9867091,87.3829243,4.68607,-1.000000,PSZ2 G120.75+25.39,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G120.76+44.14,198.1616550,72.8898531,5.58572,-1.000000,PSZ2 G120.76+44.14,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G121.03+57.02,194.9266171,60.0741057,8.07951,0.344000,PSZ2 G121.03+57.02,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G121.13+49.64,195.8869370,67.4415440,5.44623,0.221000,PSZ2 G121.13+49.64,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G121.77+51.75,194.5722833,65.3599587,6.27024,0.233215,PSZ2 G121.77+51.75,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G121.87-45.97,12.0891779,16.8876077,4.85661,-1.000000,PSZ2 G121.87-45.97,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G122.30+54.52,193.6463421,62.5963199,6.07388,0.318225,PSZ2 G122.30+54.52,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0049.8+2426,12.4688868,24.4526736,5.44079,0.081500,PSZ2 G122.47-38.41,J0049.8+2426,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G122.81+24.74,10.3560728,87.6156268,4.59766,-1.000000,PSZ2 G122.81+24.74,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G122.89-36.82,12.8245606,26.0509573,4.85970,0.345787,PSZ2 G122.89-36.82,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G123.00-35.52,12.9230973,27.3460643,5.96681,0.379705,PSZ2 G123.00-35.52,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G123.35+25.39,25.3316766,88.2207142,10.85927,-1.000000,PSZ2 G123.35+25.39,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G123.42+30.63,185.9744321,86.4708649,4.68364,-1.000000,PSZ2 G123.42+30.63,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G123.55-10.36,13.8632081,52.5022921,7.12835,0.107000,PSZ2 G123.55-10.36,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G123.66+67.25,192.4223064,49.8717621,5.68124,0.283797,PSZ2 G123.66+67.25,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1231.3+8225,187.9436166,82.4100317,5.52785,0.205300,PSZ2 G123.72+34.68,J1231.3+8225,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G123.84+25.75,43.8750010,88.4005322,5.80692,-1.000000,PSZ2 G123.84+25.75,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G124.11+25.02,40.0122567,87.6440917,5.52892,-1.000000,PSZ2 G124.11+25.02,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0055.9+2622,14.0018036,26.3783618,12.77239,0.197100,PSZ2 G124.20-36.48,J0055.9+2622,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G124.56+25.38,53.1306464,87.7221135,5.35672,-1.000000,PSZ2 G124.56+25.38,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G125.11+28.14,131.0118618,87.8181567,4.98886,-1.000000,PSZ2 G125.11+28.14,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G125.25+33.33,175.5136227,83.4778420,5.38397,-1.000000,PSZ2 G125.25+33.33,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G125.30-27.99,15.4081133,34.8345498,5.81978,0.223276,PSZ2 G125.30-27.99,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0107.7+5408,16.9816750,54.1188704,12.29307,0.106600,PSZ2 G125.37-08.67,J0107.7+5408,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G125.41+27.95,123.9960994,87.6465943,4.75905,-1.000000,PSZ2 G125.41+27.95,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G125.55+32.72,171.3945938,83.9580908,6.48523,-1.000000,PSZ2 G125.55+32.72,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0056.3-0112,14.0605154,-1.2819147,15.16051,0.044200,PSZ2 G125.68-64.12,J0056.3-0112,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1236.9+6311,189.2250826,63.1842994,11.36200,0.301900,PSZ2 G125.71+53.86,J1236.9+6311,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G125.84-18.72,16.6965567,44.0575128,5.30087,-1.000000,PSZ2 G125.84-18.72,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G126.07-49.55,14.9524137,13.2644282,4.91616,0.493849,PSZ2 G126.07-49.55,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G126.20-33.17,16.0135933,29.6172174,4.97826,0.357968,PSZ2 G126.20-33.17,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G126.28+65.62,190.6408960,51.4447440,4.76630,-1.000000,PSZ2 G126.28+65.62,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G126.36-19.11,17.3427694,43.6337046,5.00962,-1.000000,PSZ2 G126.36-19.11,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G126.57+51.61,187.4358601,65.3560651,6.35350,-1.000000,PSZ2 G126.57+51.61,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G126.61-37.63,16.0783589,25.1450108,4.89682,0.166147,PSZ2 G126.61-37.63,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G126.62-53.42,15.0871885,9.3810607,4.54653,-1.000000,PSZ2 G126.62-53.42,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G126.72-21.03,17.6029704,41.6923619,4.68016,-1.000000,PSZ2 G126.72-21.03,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G126.72-72.82,13.9971435,-9.9879138,4.57575,0.053500,PSZ2 G126.72-72.82,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G127.01+26.21,89.7625359,86.2399092,5.58143,0.630000,PSZ2 G127.01+26.21,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G127.35-10.69,19.9230925,51.9376092,6.94069,-1.000000,PSZ2 G127.35-10.69,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G127.44-34.74,17.0569027,27.9786143,4.51850,0.248664,PSZ2 G127.44-34.74,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G127.50-30.52,17.5164390,32.1829131,4.66561,0.352803,PSZ2 G127.50-30.52,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G127.71-69.55,14.5388855,-6.7505932,7.58598,0.119261,PSZ2 G127.71-69.55,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1206.9+7139,181.7468564,71.6464721,5.16152,0.191200,PSZ2 G127.86+45.05,J1206.9+7139,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G128.15-24.71,18.8768459,37.9134608,4.74838,-1.000000,PSZ2 G128.15-24.71,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G128.18-51.08,16.2287004,11.6444701,5.07801,0.545703,PSZ2 G128.18-51.08,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1156.0+7325,179.0066067,73.5113439,4.71085,0.083000,PSZ2 G128.26+43.03,J1156.0+7325,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G129.78+16.85,45.9270641,77.9273114,4.84881,0.411590,PSZ2 G129.78+16.85,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G129.99-22.42,21.3890921,39.9802993,4.55019,-1.000000,PSZ2 G129.99-22.42,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G130.13-17.02,22.6750709,45.2941544,5.85576,0.213700,PSZ2 G130.13-17.02,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G130.21-62.60,16.2029055,0.0743169,6.19240,0.277000,PSZ2 G130.21-62.60,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G130.25-26.50,20.9523665,35.9025498,5.19178,0.216000,PSZ2 G130.25-26.50,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G130.64+37.16,161.7858341,78.0334924,4.79777,-1.000000,PSZ2 G130.64+37.16,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0825.7+8218,126.5884789,82.3105900,6.03331,0.200000,PSZ2 G131.06+29.98,J0825.7+8218,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G131.15-14.72,24.6438871,47.3943104,5.37086,-1.000000,PSZ2 G131.15-14.72,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G131.19+14.48,45.8675402,75.1995957,4.79508,-1.000000,PSZ2 G131.19+14.48,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G131.27-25.82,22.2049403,36.4447257,4.50219,-1.000000,PSZ2 G131.27-25.82,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G132.29+44.51,171.9215869,71.0596055,5.25466,0.152500,PSZ2 G132.29+44.51,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0142.9+4438,25.7211072,44.6391028,9.13154,0.341000,PSZ2 G132.47-17.27,J0142.9+4438,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G132.54-42.16,20.4346275,20.1398200,5.17925,0.193982,PSZ2 G132.54-42.16,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G133.59+50.68,176.7039762,65.0890902,5.02731,0.529308,PSZ2 G133.59+50.68,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1229.0+4737,187.2235268,47.6123468,8.94485,0.254000,PSZ2 G133.60+69.04,J1229.0+4737,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G133.92-42.73,21.4009719,19.4054167,4.69973,-1.000000,PSZ2 G133.92-42.73,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G134.26-44.28,21.3587181,17.8353131,5.08196,-1.000000,PSZ2 G134.26-44.28,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G134.52+31.98,131.3692006,78.8111544,4.58004,0.128800,PSZ2 G134.52+31.98,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G134.59+53.38,177.7968843,62.3577551,5.03832,0.345200,PSZ2 G134.59+53.38,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G134.64-11.80,30.6528479,49.4457934,6.01588,0.207000,PSZ2 G134.64-11.80,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1133.2+6622,173.3085486,66.3869394,9.16206,0.116000,PSZ2 G134.70+48.91,J1133.2+6622,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0947.2+7623,146.7680098,76.3875916,6.48314,0.345000,PSZ2 G135.03+36.04,J0947.2+7623,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G135.06+54.39,178.0903179,61.3190637,7.58876,0.316900,PSZ2 G135.06+54.39,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G135.17+65.43,184.8204801,50.9216783,6.05837,0.543612,PSZ2 G135.17+65.43,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1201.9+5802,180.5386939,58.0592837,5.92953,0.103100,PSZ2 G135.19+57.88,J1201.9+5802,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0847.7+7741,131.9362218,77.6889118,4.88805,0.260000,PSZ2 G135.70+32.52,J0847.7+7741,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0115.2+0019,18.8367620,0.2381362,4.52712,0.045000,PSZ2 G135.76-62.03,J0115.2+0019,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G135.94-68.22,17.6739276,-5.8457092,6.86631,-1.000000,PSZ2 G135.94-68.22,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G136.02-47.15,22.0270344,14.7830782,4.64382,-1.000000,PSZ2 G136.02-47.15,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G136.31+54.67,176.9598250,60.7655753,6.91945,-1.000000,PSZ2 G136.31+54.67,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G136.33-44.53,22.8256815,17.3002661,4.70690,-1.000000,PSZ2 G136.33-44.53,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0152.7+3609,28.2987966,36.1888175,7.06184,0.016300,PSZ2 G136.64-25.03,J0152.7+3609,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0125.0+0841,21.2744804,8.7376515,5.26886,0.049100,PSZ2 G136.91-53.21,J0125.0+0841,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1200.3+5613,180.0851716,56.2523598,6.26930,0.065000,PSZ2 G136.92+59.46,J1200.3+5613,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G137.24+53.93,175.2772366,61.1941741,7.87314,-1.000000,PSZ2 G137.24+53.93,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G137.51-09.98,35.6915129,50.2843837,5.51061,-1.000000,PSZ2 G137.51-09.98,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G137.58+53.88,174.8622413,61.1502891,8.17913,-1.000000,PSZ2 G137.58+53.88,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0155.1+3355,28.7835214,33.9443234,6.18272,0.087200,PSZ2 G137.74-27.08,J0155.1+3355,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G138.11+42.06,157.0566012,70.5885738,6.82664,0.496000,PSZ2 G138.11+42.06,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0142.0+2131,25.5156666,21.5330204,5.98956,0.280300,PSZ2 G138.32-39.82,J0142.0+2131,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G138.61-10.84,36.7784939,49.0862080,8.63912,0.702000,PSZ2 G138.61-10.84,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1009.3+7110,152.3580503,71.1359459,4.94911,0.192700,PSZ2 G138.97+40.56,J1009.3+7110,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G139.00+50.92,170.0451400,63.2596134,4.98222,-1.000000,PSZ2 G139.00+50.92,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1142.5+5832,175.5928396,58.5226642,10.64874,0.322000,PSZ2 G139.18+56.37,J1142.5+5832,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G139.62+24.18,95.5191767,74.6809954,9.50249,0.267000,PSZ2 G139.62+24.18,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G139.72-17.13,34.9805552,42.8316596,5.11639,-1.000000,PSZ2 G139.72-17.13,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0741.7+7414,115.5205773,74.2535522,6.87610,0.214900,PSZ2 G140.63+29.45,J0741.7+7414,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G140.90-52.52,23.8103733,8.8101215,5.43092,0.538770,PSZ2 G140.90-52.52,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G141.05-32.61,30.0904732,27.8207755,4.97616,0.554472,PSZ2 G141.05-32.61,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G141.59+23.69,95.4832471,72.8127992,4.96294,-1.000000,PSZ2 G141.59+23.69,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G141.77+14.19,70.2801139,68.1899535,4.97394,0.830000,PSZ2 G141.77+14.19,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G141.98+69.31,183.2386618,46.3647694,4.71202,-1.000000,PSZ2 G141.98+69.31,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G142.18-53.27,24.3417791,7.8753860,4.72115,0.365200,PSZ2 G142.18-53.27,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G142.20+37.25,139.6125857,70.8565677,4.86713,0.284000,PSZ2 G142.20+37.25,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G142.39+22.80,93.3710982,71.8534730,4.92783,-1.000000,PSZ2 G142.39+22.80,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G142.41+30.68,119.2625933,72.6019481,5.10482,-1.000000,PSZ2 G142.41+30.68,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
